event_id,match_id,player_id,period,minute,second,event_type,event_subtype,x,y,end_x,end_y,outcome,xg,under_pressure,counterpress
5a99bab2-ae95-4180-8a57-362fffa55cdf,ARG_20221209_Netherland,16,1,0,29,Pass,,40.5,13.8,30.7,45.4,,,,
c17f2523-aa57-4069-86ab-433a3666b3ba,ARG_20221209_Netherland,7,1,0,30,Pass,,30.7,45.4,40.9,65.6,,,,
06f54652-f331-49ea-910c-d9b41f151b49,ARG_20221209_Netherland,9,1,0,34,Pass,,52.0,71.2,58.8,76.6,,,,
0a40c4bd-a32e-4d40-b430-4d02d76e0562,ARG_20221209_Netherland,5,1,0,37,Pass,,51.5,72.6,50.1,67.4,,,,
75c6b60d-f2bc-478d-9754-cb20f62372b0,ARG_20221209_Netherland,16,1,0,38,Pass,,50.2,68.4,52.8,73.3,Incomplete,,,
ce03ae9d-f512-4ea2-89d7-ab06fb6962e0,ARG_20221209_Netherland,9,1,1,15,Pass,,56.4,72.2,39.3,54.6,,,,
0f0fc25b-7683-4e65-a7ed-d1c48d05cf2e,ARG_20221209_Netherland,7,1,1,20,Pass,,39.3,54.6,47.4,73.5,,,,
1cf65fc9-0be5-404f-b5a9-6e9d65ef3f3f,ARG_20221209_Netherland,9,1,1,25,Pass,,56.7,74.7,63.1,77.1,,,,
d2cbd458-e822-433e-9a45-64e4b1cd3043,ARG_20221209_Netherland,14,1,1,28,Pass,,61.5,70.4,54.6,63.2,,,,
89fd1cb0-9325-4271-849f-d19a99df5fc1,ARG_20221209_Netherland,16,1,1,30,Pass,,54.6,63.2,63.6,39.9,,,,
9671d2dc-dad2-47b7-bb4f-0bd98737a80f,ARG_20221209_Netherland,17,1,1,33,Pass,,64.9,28.7,71.2,7.3,,,,
f055a5ff-f4f5-4520-99a2-1c9bd72efa4f,ARG_20221209_Netherland,6,1,1,38,Pass,,51.5,18.9,53.9,34.1,,,,
721062ad-906d-4b8a-841b-7369d1464430,ARG_20221209_Netherland,16,1,1,40,Pass,,48.2,32.4,42.3,40.2,,,,
c59cff65-64cf-4a25-83c7-3032c5d17395,ARG_20221209_Netherland,7,1,1,45,Pass,,42.3,40.2,45.0,68.0,,,,
7a807070-a601-4176-925e-07145e186044,ARG_20221209_Netherland,9,1,1,47,Pass,,45.0,68.0,52.5,60.9,,,,
661b4c35-970c-41b5-8062-9cff93d026e0,ARG_20221209_Netherland,20,1,1,52,Pass,,49.8,55.1,44.1,46.7,,,,
e33c47b7-f583-4a21-b921-d554e15e4a67,ARG_20221209_Netherland,16,1,1,53,Pass,,44.1,46.7,37.8,67.4,,,,
79caa68b-0f12-4e37-840b-1a41efae7a25,ARG_20221209_Netherland,9,1,1,57,Pass,,50.5,62.0,62.6,33.8,,,,
df59ab52-5f4f-437f-8b48-5c4b6076c4ca,ARG_20221209_Netherland,17,1,2,2,Pass,,89.3,21.8,108.8,14.8,,,,
f974b5ba-8d6c-4f09-b770-ee988cf307dc,ARG_20221209_Netherland,6,1,2,12,Pass,,56.7,4.3,55.1,24.1,,,,
e4971877-115e-407c-a4f8-eb19ca44c44a,ARG_20221209_Netherland,7,1,2,14,Pass,,45.8,36.1,57.8,72.2,,,,
a011e197-da2c-4a33-9676-22235923cd80,ARG_20221209_Netherland,14,1,2,19,Pass,,57.8,72.2,38.6,49.1,,,,
666dd04a-6769-4ec0-9d18-88b6912dbd4e,ARG_20221209_Netherland,7,1,2,24,Pass,,44.7,48.1,51.5,70.1,,,,
2141577b-591f-4468-aefd-62ab02bb4ca3,ARG_20221209_Netherland,9,1,2,27,Pass,,61.2,74.0,74.1,74.7,,,,
0e349aed-c845-480a-b145-fbdf63a58fee,ARG_20221209_Netherland,20,1,2,29,Pass,,71.0,74.3,57.4,72.5,,,,
1a62804b-510c-48c4-8799-43b822f0e1e5,ARG_20221209_Netherland,9,1,2,32,Pass,,57.4,72.5,72.8,77.0,,,,
67cd3128-b204-4d17-bafe-bffca547144d,ARG_20221209_Netherland,5,1,4,25,Pass,,56.4,71.6,68.0,65.3,,,,
3d2880d5-f957-4a8f-add7-006831584406,ARG_20221209_Netherland,20,1,4,29,Pass,,87.0,60.1,109.6,61.3,,,,
54bdced5-5dbe-4d9a-8103-10ebeeac854a,ARG_20221209_Netherland,5,1,4,31,Pass,,110.0,60.6,109.3,54.0,Incomplete,,,
21c43feb-1183-4e85-8a19-ff4e2bcdb789,ARG_20221209_Netherland,7,1,4,44,Pass,,45.6,52.2,45.1,28.3,,,,
3d19dafa-a418-4048-8534-01835dd76cbc,ARG_20221209_Netherland,6,1,4,48,Pass,,44.7,28.6,39.9,43.8,,,,
a7e3bc8e-9ae7-4beb-8cf4-06ce5fd501c1,ARG_20221209_Netherland,7,1,4,51,Pass,,44.6,52.7,63.2,73.0,,,,
b9b7e719-d352-4ce7-b0b4-ce10f5466201,ARG_20221209_Netherland,9,1,4,55,Pass,,61.8,73.5,73.1,53.7,Incomplete,,,
1eeb1500-446f-4ede-a1eb-1e88afaef513,ARG_20221209_Netherland,26,1,6,2,Pass,,50.5,10.7,39.3,6.9,,,,
c6ae165b-c94d-415b-80a9-e608621da7c9,ARG_20221209_Netherland,6,1,6,12,Pass,,15.1,14.5,22.3,66.8,,,,
1127aa88-b4af-40f2-9ef7-abaa9b7db515,ARG_20221209_Netherland,9,1,6,17,Pass,,26.1,73.5,45.6,67.8,,,,
958dd98b-0d1a-4404-a299-3009fad1624f,ARG_20221209_Netherland,14,1,6,20,Pass,,46.0,74.0,77.7,72.9,Incomplete,,,
115dc8b2-f3ab-4cfa-9af8-84a89c9103f0,ARG_20221209_Netherland,16,1,6,28,Pass,,68.6,54.0,85.8,54.4,Incomplete,,,
faf5af68-db11-4e5c-8da9-a8700edb808c,ARG_20221209_Netherland,20,1,6,33,Pass,,93.5,61.0,98.7,60.6,,,,
c36ac32d-2698-4c26-a324-55f3eb015a54,ARG_20221209_Netherland,1,1,8,43,Pass,,7.0,36.1,10.7,53.6,,,,
3cad1593-799f-408b-8b7d-43558240e811,ARG_20221209_Netherland,7,1,8,45,Pass,,15.1,58.2,39.5,47.2,,,,
993d0b0a-bbb2-4cad-b4bc-5e625ee59bcb,ARG_20221209_Netherland,20,1,8,48,Pass,,39.1,50.0,52.8,74.5,,,,
82ef5957-5685-4676-8b54-88e6849524ff,ARG_20221209_Netherland,5,1,8,55,Pass,,86.9,71.2,70.4,74.7,,,,
22cddfe0-2aad-40c5-a91a-d8367505cb93,ARG_20221209_Netherland,14,1,9,2,Pass,,79.7,68.4,73.6,44.7,,,,
bcfdba8a-7202-4275-a0f0-c14cf9360b6a,ARG_20221209_Netherland,16,1,9,4,Pass,,73.3,40.2,76.7,7.0,,,,
8cfd78ff-23a7-4a5a-97fa-49e91edfdfef,ARG_20221209_Netherland,6,1,9,11,Pass,,50.9,20.3,44.1,38.2,,,,
8fc471d6-c325-4560-9771-267e507de82c,ARG_20221209_Netherland,7,1,9,13,Pass,,44.1,38.2,50.5,66.1,,,,
4a6d3801-9baf-4c42-9044-395e619ec504,ARG_20221209_Netherland,9,1,9,19,Pass,,65.0,70.2,74.1,75.3,,,,
9eff7d97-1969-40a1-9907-a1ea963cd63f,ARG_20221209_Netherland,14,1,9,21,Pass,,68.0,77.3,45.4,62.7,,,,
ee14c5f7-f587-457d-af96-bc83f8cdbfc1,ARG_20221209_Netherland,7,1,9,25,Pass,,45.4,62.7,56.4,75.9,,,,
eee8dfa7-f762-4684-a033-08a8e7691722,ARG_20221209_Netherland,14,1,9,30,Pass,,73.8,75.3,63.2,54.4,,,,
3fee3afc-8bc8-4164-81b6-dcbe2404d45f,ARG_20221209_Netherland,16,1,9,37,Pass,,57.0,44.8,48.7,23.1,,,,
b25cee26-b3a7-4a08-8b8d-cc541330eeb0,ARG_20221209_Netherland,6,1,9,40,Pass,,47.8,24.1,44.4,42.8,,,,
c7eed804-8288-4315-913f-5089a57885eb,ARG_20221209_Netherland,7,1,9,43,Pass,,56.0,55.1,62.6,74.7,,,,
dc424cca-0d30-4035-aaa6-ba1440676c69,ARG_20221209_Netherland,9,1,9,45,Pass,,63.5,74.5,74.9,67.8,,,,
76ed813c-7e50-4ff3-8973-b9d1cc0d7ede,ARG_20221209_Netherland,14,1,9,50,Pass,,91.7,76.3,106.4,75.3,,,,
0068c100-b396-4983-9edf-441404ab8629,ARG_20221209_Netherland,5,1,9,52,Pass,,112.4,74.5,109.8,53.4,Incomplete,,,
6555ae7c-81eb-4fe7-8337-07607e5f50a9,ARG_20221209_Netherland,20,1,9,56,Pass,,96.3,39.7,109.6,24.6,,,,
73330c56-e045-48b2-8808-4c054bdb6c4c,ARG_20221209_Netherland,5,1,11,7,Pass,,45.4,80.0,42.3,72.5,,,,
3bb59e88-a9a6-4658-9a30-d4d1e801d7f4,ARG_20221209_Netherland,16,1,11,8,Pass,,42.3,72.5,39.9,78.8,,,,
2493f42b-a975-40d1-acdb-9fb2a6ebd8fb,ARG_20221209_Netherland,5,1,11,9,Pass,,39.9,78.8,41.3,76.3,Incomplete,,,
a109630e-ff8e-4011-80c1-e4a6f003b089,ARG_20221209_Netherland,5,1,11,23,Pass,,40.8,80.0,48.4,73.7,,,,
805024a5-e892-4325-852e-a2b7c9f24b13,ARG_20221209_Netherland,20,1,11,24,Pass,,43.6,75.9,38.6,76.7,Incomplete,,,
deb1859a-0451-44fb-a1cb-7926d6039988,ARG_20221209_Netherland,5,1,11,36,Pass,,43.6,80.0,51.6,72.2,,,,
0f212370-a785-47fe-b778-a6a516a3417e,ARG_20221209_Netherland,14,1,11,38,Pass,,44.0,74.5,23.4,74.0,,,,
b073ef94-3c11-4365-a83c-587c7f584ea3,ARG_20221209_Netherland,9,1,11,40,Pass,,24.3,76.6,65.7,74.7,,,,
ebfc8ab6-9eff-4050-a90d-7a4f3b58f406,ARG_20221209_Netherland,5,1,11,45,Pass,,57.1,77.0,56.4,65.0,,,,
84395b79-fb93-47f4-ab87-002c963a6218,ARG_20221209_Netherland,20,1,11,52,Pass,,55.6,67.5,64.9,78.1,,,,
24ef662a-a182-46ec-b7a6-29eddab1a374,ARG_20221209_Netherland,14,1,11,57,Pass,,72.2,75.9,59.9,64.6,,,,
f09ed3be-a583-46b0-8347-0bd70b34d923,ARG_20221209_Netherland,16,1,12,1,Pass,,60.8,65.6,64.5,74.7,,,,
86733f2c-cf52-4f4f-8e7d-14436257a6fb,ARG_20221209_Netherland,14,1,12,4,Pass,,69.0,76.6,93.1,75.7,,,,
92cdb010-8eeb-4acb-a5a3-02270ad2517d,ARG_20221209_Netherland,5,1,12,7,Pass,,88.3,74.0,80.1,59.2,Incomplete,,,
b6960f57-7a41-44df-9731-0402760d42a6,ARG_20221209_Netherland,9,1,12,14,Pass,,58.4,63.6,44.6,47.6,,,,
872b4279-70f3-4b54-ba7d-20589bf0804b,ARG_20221209_Netherland,7,1,12,21,Pass,,51.1,51.3,53.9,73.9,,,,
b219938e-bf02-4e31-a7bd-e175d807f23c,ARG_20221209_Netherland,9,1,12,24,Pass,,56.0,73.7,69.1,74.9,,,,
b8bc8134-5d53-4c73-ba71-e1b40d90f120,ARG_20221209_Netherland,5,1,12,27,Pass,,66.9,76.1,74.6,71.6,,,,
b0230ed8-17cb-4422-b893-e316aa536ba3,ARG_20221209_Netherland,14,1,12,27,Pass,,74.6,71.6,69.0,70.8,,,,
b2a3cac7-5f84-4a28-aedb-935427b0eee8,ARG_20221209_Netherland,5,1,12,28,Pass,,69.0,70.8,68.1,43.6,,,,
fcd372af-9222-4745-ac42-e0f9681631dd,ARG_20221209_Netherland,17,1,12,31,Pass,,68.6,42.4,75.0,5.6,,,,
995a4901-77ec-42a8-a759-395cc18e3241,ARG_20221209_Netherland,17,1,12,37,Pass,,117.4,26.8,99.2,65.6,,,,
bd28f8c1-c607-4b37-b2fb-edd407b60913,ARG_20221209_Netherland,14,1,12,43,Pass,,102.8,65.7,116.5,46.1,Incomplete,,,
a1138889-d81c-4ddf-a675-4b7e3d3ba78c,ARG_20221209_Netherland,9,1,14,3,Pass,,33.6,73.7,4.9,54.0,,,,
1e78c48a-8c3d-472e-aabe-187da2d9a042,ARG_20221209_Netherland,1,1,14,10,Pass,,4.9,54.8,13.7,55.8,,,,
41862f18-3165-41ce-807a-506e35fb8e92,ARG_20221209_Netherland,7,1,14,15,Pass,,27.6,59.6,39.5,75.4,,,,
4faa602e-6a55-4b3c-8030-cc3fbd548c9e,ARG_20221209_Netherland,9,1,14,18,Pass,,45.4,76.3,39.1,64.3,,,,
a391b4be-5d9a-46a9-82a7-1bf04b73b36a,ARG_20221209_Netherland,7,1,14,23,Pass,,45.1,63.9,46.0,74.0,,,,
0817286c-521c-44ca-b778-c67040a84411,ARG_20221209_Netherland,9,1,14,26,Pass,,45.8,74.3,56.4,68.7,,,,
b5b3f07b-6325-4cf2-a6e1-5058f6e42b42,ARG_20221209_Netherland,20,1,14,27,Pass,,55.1,68.0,37.5,63.2,,,,
41272e61-ff42-4953-a420-c1d181f57431,ARG_20221209_Netherland,7,1,14,31,Pass,,37.5,63.2,52.8,75.7,,,,
73b69bd0-ec03-48f7-b230-117c93f51b9a,ARG_20221209_Netherland,9,1,14,35,Pass,,56.6,75.2,113.7,50.9,Incomplete,,,
1ed2e273-9779-440e-804a-28ce523ed527,ARG_20221209_Netherland,17,1,14,46,Pass,,80.3,16.2,83.5,25.5,Incomplete,,,
12237297-597c-44cb-88dc-a80b11c3cb90,ARG_20221209_Netherland,26,1,14,47,Pass,,87.5,26.9,74.5,46.1,Incomplete,,,
32cb6656-418b-4311-900f-323ba68cc854,ARG_20221209_Netherland,14,1,15,13,Pass,,10.8,55.8,5.8,58.8,,,,
d8c8b040-7d58-4cb9-9248-47779fbb9d10,ARG_20221209_Netherland,5,1,15,15,Pass,,6.2,58.2,19.3,54.0,,,,
6d7d4c92-5b8d-49c7-93bc-129ebe74c4ba,ARG_20221209_Netherland,16,1,15,18,Pass,,19.3,54.0,25.2,72.2,,,,
2bab4f1a-94ce-4c5b-8d15-a4b6aceee396,ARG_20221209_Netherland,14,1,15,20,Pass,,25.5,72.5,65.9,69.2,Incomplete,,,
993fbb2d-ed58-4c5a-8d22-92f9fc2144d7,ARG_20221209_Netherland,7,1,16,25,Pass,,40.1,22.7,43.6,21.7,Incomplete,,,
1a958e6a-5d0c-4d83-88a9-78f30158d398,ARG_20221209_Netherland,1,1,17,25,Pass,,11.4,32.7,22.8,49.8,,,,
7308aeba-0e95-4a31-9505-db4e74e10479,ARG_20221209_Netherland,7,1,17,26,Pass,,22.8,49.8,19.6,25.4,,,,
1e7bee70-eac0-4af8-8424-26a6ea17b074,ARG_20221209_Netherland,6,1,17,29,Pass,,20.6,19.6,76.5,14.3,Incomplete,,,
5de7cd79-3471-49cd-a36e-2e907c00ff53,ARG_20221209_Netherland,9,1,18,21,Pass,,44.4,69.2,56.6,65.0,,,,
3fb815f1-76a5-464f-8be8-31e7003fd523,ARG_20221209_Netherland,6,1,19,22,Pass,,38.1,4.6,76.0,8.3,,,,
7ddaa095-a5b6-4bfa-b935-3bfe90ba362a,ARG_20221209_Netherland,26,1,19,24,Pass,,76.5,8.0,83.9,23.2,Incomplete,,,
b9ec4f36-ab49-4cd5-b6c9-36a32fd09607,ARG_20221209_Netherland,5,1,20,52,Pass,,19.2,72.5,29.2,78.1,,,,
4402fdaa-0cd7-47dc-81da-16f2581d5a5a,ARG_20221209_Netherland,14,1,20,54,Pass,,29.2,78.1,39.3,77.6,Incomplete,,,
7ae42612-0ff1-4e63-9328-7154d16cc9e1,ARG_20221209_Netherland,5,1,21,8,Pass,,50.2,80.0,58.8,75.9,,,,
805b6951-920e-4348-b89a-c26e125c111f,ARG_20221209_Netherland,14,1,21,9,Pass,,58.8,75.9,50.5,76.6,Incomplete,,,
e3d3d5e5-087d-4b16-9eb0-5b8d6b18c0e2,ARG_20221209_Netherland,16,1,21,12,Pass,,42.2,76.1,48.4,74.7,,,,
7c185af7-820e-4e5b-822e-1219b9ebf22b,ARG_20221209_Netherland,5,1,21,13,Pass,,48.4,74.7,52.0,78.8,,,,
275fd5f6-3741-41fa-b7d0-e7751c483edf,ARG_20221209_Netherland,14,1,21,15,Pass,,57.4,77.6,98.2,67.4,Incomplete,,,
05369be3-6355-484c-96df-6b6b1f56fa4d,ARG_20221209_Netherland,5,1,21,30,Pass,,94.4,80.0,87.5,76.6,,,,
9f44d4c4-9c36-4ee1-9f14-5868ca4b51bf,ARG_20221209_Netherland,14,1,21,33,Pass,,93.1,77.1,89.9,65.1,,,,
beb5c511-0e23-494c-9227-877c899ecedd,ARG_20221209_Netherland,7,1,22,18,Pass,,23.3,54.1,27.6,52.7,,,,
3120a974-75d3-4164-873b-3e9a9a7f23de,ARG_20221209_Netherland,16,1,22,19,Pass,,27.6,52.7,46.8,57.7,Incomplete,,,
0cba8b3e-5e39-4c0b-8ef2-65febf42e921,ARG_20221209_Netherland,26,1,23,22,Pass,,25.9,8.8,22.0,4.0,,,,
8bb6ed16-42e3-4229-8136-9cdc4fab5997,ARG_20221209_Netherland,1,1,24,10,Pass,,7.0,36.1,74.9,7.3,Incomplete,,,
fa46ddf9-3025-426e-b7ae-d639ecb22f4b,ARG_20221209_Netherland,26,1,24,32,Pass,,89.3,14.9,79.6,4.8,,,,
fe69d438-c4e1-4674-bbd0-962777e5a598,ARG_20221209_Netherland,7,1,24,57,Pass,,53.9,45.2,63.2,72.9,,,,
8895aee0-d388-4697-a8a3-57cca0c24c0c,ARG_20221209_Netherland,9,1,25,0,Pass,,68.1,74.0,59.7,63.2,,,,
3355436d-d94e-4793-a0de-f6e08d1f1186,ARG_20221209_Netherland,14,1,25,2,Pass,,62.9,56.3,57.0,43.8,,,,
ac3798c5-c346-4588-9594-c01f47e1ff97,ARG_20221209_Netherland,16,1,25,8,Pass,,58.1,39.7,69.8,75.3,,,,
42d5dcdf-429b-4de1-96e8-7ffb62082e96,ARG_20221209_Netherland,9,1,25,13,Pass,,94.9,74.7,83.8,68.8,,,,
a05f9a36-1249-4da9-baa4-f3182da3c9a9,ARG_20221209_Netherland,14,1,25,15,Pass,,86.0,69.4,97.2,38.8,,,,
b72612ab-7aaa-4caf-9d20-aaaf25d0497f,ARG_20221209_Netherland,17,1,25,16,Pass,,98.5,36.6,91.3,44.8,Incomplete,,,
f21bcf79-6bbb-48fb-8352-9fe6b29acb30,ARG_20221209_Netherland,26,1,25,19,Pass,,86.5,25.5,90.3,16.7,,,,
e6612c28-5d6c-45d4-b81c-4da8468b1b53,ARG_20221209_Netherland,6,1,25,53,Pass,,68.1,15.6,74.1,16.0,,,,
5d51facd-5fa4-4c97-8ace-a5a814090e9c,ARG_20221209_Netherland,6,1,26,30,Pass,,73.1,11.2,62.5,16.3,,,,
91303434-9b79-4d20-96a7-e9c16942da81,ARG_20221209_Netherland,16,1,26,33,Pass,,54.7,24.1,44.0,35.7,,,,
891c1fca-ac73-4076-bb68-89ac83fdd426,ARG_20221209_Netherland,7,1,26,36,Pass,,44.7,34.5,47.0,7.7,,,,
2340936d-78bf-4b59-84cd-923b72fe899d,ARG_20221209_Netherland,6,1,26,39,Pass,,45.4,8.7,13.1,32.7,,,,
3ac18eff-ccd9-40ef-ac88-a63146ed2043,ARG_20221209_Netherland,1,1,26,41,Pass,,13.1,32.7,80.7,44.4,Pass Offside,,,
35510173-feb8-40ad-8ec6-0a5f134e2f04,ARG_20221209_Netherland,7,1,27,23,Pass,,20.4,50.9,24.4,71.9,,,,
cc3c7c25-8acf-4a47-b928-faf973b6821f,ARG_20221209_Netherland,9,1,27,25,Pass,,24.8,71.9,39.9,68.4,,,,
838ce687-1612-46d9-b65b-32e0c576df31,ARG_20221209_Netherland,14,1,27,29,Pass,,26.5,64.3,7.3,46.8,,,,
aa80c94d-a638-492a-9186-08fdc8267922,ARG_20221209_Netherland,1,1,27,31,Pass,,9.6,47.2,25.7,0.8,Out,,,
73e6a256-3f8e-44f6-a504-facdc7d92609,ARG_20221209_Netherland,17,1,29,1,Pass,,58.0,25.4,49.2,31.6,,,,
364431b9-712a-445f-b7e1-85d9bc411961,ARG_20221209_Netherland,16,1,29,3,Pass,,50.5,31.6,55.1,43.8,,,,
e267a607-5eb9-4865-b481-ab9aeb0b978c,ARG_20221209_Netherland,20,1,29,7,Pass,,44.7,47.2,44.1,67.4,,,,
7a1f4eb6-a701-4550-90ac-3cef7873c082,ARG_20221209_Netherland,9,1,29,13,Pass,,81.5,67.8,83.8,77.3,,,,
38ed0f09-b901-44bb-b5b1-f9def6bdce81,ARG_20221209_Netherland,5,1,29,14,Pass,,83.9,75.9,82.0,67.1,,,,
f52c5a56-a8e6-40f1-b4e0-aad28cc2e6ce,ARG_20221209_Netherland,14,1,29,17,Pass,,87.5,64.3,88.3,44.8,,,,
f3bbda4a-24ac-4846-baaa-0fa873f24bec,ARG_20221209_Netherland,17,1,29,24,Pass,,77.0,30.6,72.2,46.1,,,,
d323f5f8-1e1c-4d64-8f5d-ec3678b603a5,ARG_20221209_Netherland,16,1,29,26,Pass,,70.8,45.8,83.8,52.7,,,,
d312b8b5-6fa0-4b12-a4ae-e8e9e6523aba,ARG_20221209_Netherland,14,1,29,28,Pass,,82.4,52.6,69.1,52.3,,,,
9be39cb8-8a4e-4e1e-95f5-a373f835bca0,ARG_20221209_Netherland,16,1,29,33,Pass,,66.2,47.2,56.4,42.4,,,,
e8708f15-198d-409a-8e64-328080a3a265,ARG_20221209_Netherland,7,1,29,37,Pass,,72.8,35.1,82.0,25.4,,,,
d5ddbbb0-87ce-4172-852c-30446f0d4447,ARG_20221209_Netherland,17,1,29,38,Pass,,82.0,25.4,88.4,36.1,,,,
c3ffd9d8-f166-48dc-b8bb-ebd534f3b80b,ARG_20221209_Netherland,7,1,29,40,Pass,,90.4,33.1,84.4,24.9,,,,
01d5931f-7717-450a-b0ab-5656905dccc8,ARG_20221209_Netherland,17,1,29,42,Pass,,84.6,25.4,79.1,35.7,,,,
524733b7-438e-400e-9cf2-a7ce44a98a70,ARG_20221209_Netherland,14,1,29,45,Pass,,76.9,36.9,76.5,69.2,,,,
ae9fbd83-5d9c-475d-9b1e-22cabbf6bf27,ARG_20221209_Netherland,9,1,29,49,Pass,,81.5,74.3,74.6,58.7,,,,
db6b08ff-59ef-4362-9ff7-cb66f232a262,ARG_20221209_Netherland,20,1,29,52,Pass,,74.9,51.7,73.2,58.8,,,,
66903da0-fde4-4a0c-abba-dfadc7e601e1,ARG_20221209_Netherland,14,1,29,56,Pass,,68.6,50.7,62.5,36.4,,,,
d4c10973-21ca-4d49-9f5b-0470c71503d6,ARG_20221209_Netherland,7,1,29,59,Pass,,62.5,36.4,62.5,46.8,,,,
5962b6fc-7771-46c5-8a10-125bc9406fa3,ARG_20221209_Netherland,16,1,30,3,Pass,,70.0,58.5,76.3,78.8,,,,
8e33886b-c88a-40ef-a09f-1abcd32e6a60,ARG_20221209_Netherland,9,1,30,6,Pass,,77.7,77.0,64.3,72.2,,,,
2c04c956-637b-49cb-9798-6a1abbcc4ec0,ARG_20221209_Netherland,14,1,30,11,Pass,,69.8,65.3,54.7,50.5,,,,
119e6480-c9f5-468a-928f-440731ac34b2,ARG_20221209_Netherland,7,1,30,15,Pass,,66.7,45.2,75.6,37.5,,,,
e40e30ae-0b8f-4497-b97a-489adad1eed8,ARG_20221209_Netherland,17,1,30,16,Pass,,75.6,37.5,68.7,1.4,Out,,,
5ce18281-ffbd-4027-8bdf-b1de69a91d43,ARG_20221209_Netherland,9,1,31,11,Pass,,28.3,37.1,44.1,44.0,,,,
5113f93c-f126-4216-80da-6434ab0007be,ARG_20221209_Netherland,16,1,31,16,Pass,,57.8,60.2,75.9,78.1,,,,
3a6de65d-ccc2-48bd-a8a2-307879b50b52,ARG_20221209_Netherland,5,1,31,19,Pass,,77.9,77.1,68.6,76.6,,,,
d5464271-5954-4a7d-becf-3715c452fbb5,ARG_20221209_Netherland,16,1,31,21,Pass,,70.4,76.6,94.8,60.1,Incomplete,,,
a6b38529-a7d4-4b00-8957-3682073f358f,ARG_20221209_Netherland,14,1,31,26,Pass,,100.0,65.0,100.0,52.6,,,,
e3ace80a-2757-4ac6-b7bf-dbc814156f91,ARG_20221209_Netherland,26,1,31,27,Pass,,97.8,55.1,100.3,50.7,Incomplete,,,
0e30ff01-0e56-4e62-8207-d11b5d899f02,ARG_20221209_Netherland,16,1,31,30,Pass,,84.4,64.2,90.4,68.7,,,,
1ae41495-78e6-410e-99d0-a7f7ea93debd,ARG_20221209_Netherland,14,1,31,33,Pass,,91.1,70.4,95.9,70.6,Incomplete,,,
c3cc6640-42c1-453c-b317-742c8ac3403c,ARG_20221209_Netherland,20,1,31,37,Pass,,86.2,63.6,88.9,38.9,,,,
b4c9e7c4-cd6b-4f27-b162-fd276912a4b6,ARG_20221209_Netherland,17,1,31,44,Pass,,88.0,61.3,83.9,71.6,,,,
2fa85c76-0349-4eeb-a6ff-7f21bb6835c8,ARG_20221209_Netherland,14,1,31,49,Pass,,82.4,74.7,75.5,52.7,,,,
9e0a072a-1893-4e3f-8fe7-06987b8e9642,ARG_20221209_Netherland,16,1,31,54,Pass,,85.2,53.7,85.1,75.9,,,,
afac013f-2812-448b-b14d-afd75e8869dc,ARG_20221209_Netherland,9,1,31,57,Pass,,86.2,76.6,80.3,70.6,,,,
57028a99-f0fd-407f-884f-99e44a4226d0,ARG_20221209_Netherland,14,1,32,0,Pass,,80.0,71.2,67.3,46.5,,,,
4523bcd5-3d6d-4437-b7b2-20521010b822,ARG_20221209_Netherland,7,1,32,6,Pass,,74.9,47.9,73.6,58.2,,,,
51a5c393-a464-48dc-b881-f2537716cdf2,ARG_20221209_Netherland,16,1,32,8,Pass,,74.1,58.2,81.1,77.3,,,,
88b05956-e5fb-4e4c-982f-38bbe1436b7a,ARG_20221209_Netherland,9,1,32,12,Pass,,81.1,77.3,88.0,66.0,,,,
0271c7b5-0478-4908-8b70-a79d87aab648,ARG_20221209_Netherland,20,1,32,15,Pass,,87.0,67.8,81.4,75.7,,,,
2f746dd5-15ba-47ca-b0ff-436ac7668267,ARG_20221209_Netherland,9,1,32,17,Pass,,81.4,75.7,90.3,59.5,,,,
b009b5f2-7e62-4d2f-99b7-23d86f15afec,ARG_20221209_Netherland,6,1,32,25,Pass,,36.2,24.4,44.4,24.4,,,,
40a25453-4f1f-45c2-8639-13c5758b482a,ARG_20221209_Netherland,17,1,32,31,Pass,,62.2,43.6,68.0,57.0,,,,
6bdd40e6-e1a6-49ba-9968-72e883772bef,ARG_20221209_Netherland,14,1,32,33,Pass,,74.6,64.7,101.7,73.5,,,,
043a66eb-3d94-4d19-88a7-ad819019aee9,ARG_20221209_Netherland,5,1,32,36,Pass,,111.2,71.5,99.2,51.2,,,,
5aaed156-6068-466a-aae5-a6ffc1ef8b3d,ARG_20221209_Netherland,17,1,32,38,Pass,,100.4,53.4,97.6,42.3,,,,
084317a6-8154-4b2b-a170-3f7b9c2ef07e,ARG_20221209_Netherland,5,1,33,21,Pass,,64.9,80.0,52.8,77.1,,,,
e453ea67-349d-49a3-b89d-abdd550f6433,ARG_20221209_Netherland,9,1,33,22,Pass,,53.3,77.0,37.1,52.6,,,,
cd50fb1b-995f-4751-9d75-1f5286f30c6d,ARG_20221209_Netherland,7,1,33,28,Pass,,50.1,44.4,63.1,21.7,,,,
ae1b0bcd-a0d1-45dc-b585-5a8e990b8173,ARG_20221209_Netherland,6,1,33,32,Pass,,38.9,23.7,37.5,35.1,,,,
5660b345-3a80-4709-a1f8-5db4114f708a,ARG_20221209_Netherland,7,1,33,35,Pass,,44.7,45.4,57.5,75.4,,,,
65a2d7d7-7a4c-459f-b73f-b0bf308ee735,ARG_20221209_Netherland,9,1,33,39,Pass,,65.4,76.1,73.1,76.3,,,,
