match_id,player_id,started,minutes_played,goals,assists,shots,shots_on_target,passes_completed,passes_attempted,progressive_passes,key_passes,progressive_carries,tackles,interceptions,blocks,yellow_cards,red_cards,saves,xg,xag,pass_pct,save_pct,psxg
ARG_20240710_Canada,12,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240710_Canada,9,False,19,0,0,0,0,7,11,0,0,0,0,0,2,1,0,0,0.0,0.0,,,
ARG_20240710_Canada,54,False,77,1,0,3,2,9,11,0,1,0,1,0,3,0,0,0,0.729,0.0,,,
ARG_20240710_Canada,35,False,90,0,0,1,0,58,63,0,1,0,3,0,3,0,0,0,0.124,0.0,,,
ARG_20240710_Canada,46,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,15,False,13,1,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0.783,0.0,,,
ARG_20240705_Ecuador,37,False,13,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,41,False,90,0,0,2,1,20,25,0,1,0,0,0,0,0,0,0,0.9,0.0,,,
ARG_20240705_Ecuador,23,False,90,0,0,0,0,33,36,0,0,0,2,1,0,1,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,16,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,33,False,90,0,0,0,0,29,40,0,1,0,0,0,3,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,52,False,64,0,0,1,0,10,14,0,0,0,2,1,2,0,0,0,0.049,0.0,,,
ARG_20240705_Ecuador,27,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,22,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,18,False,90,0,0,0,0,58,62,0,0,0,4,1,3,0,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,45,False,90,0,0,0,0,14,19,0,0,0,2,0,3,1,0,0,0.0,0.0,,,
ARG_20240705_Ecuador,28,False,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
