match_id,player_name,date,competition,opponent,started,position,minutes_played,goals,assists,shots,shots_on_target,xg,xag,passes_completed,passes_attempted,key_passes,progressive_passes,tackles,interceptions,blocks,yellow_cards,red_cards,saves,goals_against_gk,clean_sheet
ARG_20240630_Peru,Giovani Lo Celso,2024-06-30,Copa América 2024,Peru,True,Right Center Midfield,65,0,0,1,1,0.098,0.0,40,45,0,0,2,0,2,0,0,,,
ARG_20240630_Peru,Lionel Messi,2024-06-30,Copa América 2024,Peru,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240630_Peru,Nicolás Tagliafico,2024-06-30,Copa América 2024,Peru,True,Left Back,90,0,0,0,0,0.0,0.0,82,88,2,0,1,1,0,0,0,,,
ARG_20240630_Peru,Germán Pezzella,2024-06-30,Copa América 2024,Peru,True,Right Center Back,81,0,0,1,0,0.022,0.0,59,64,0,0,1,1,2,0,0,,,
ARG_20240630_Peru,Rodrigo De Paul,2024-06-30,Copa América 2024,Peru,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240630_Peru,Lautaro Martínez,2024-06-30,Copa América 2024,Peru,True,Center Forward,90,2,0,4,3,0.971,0.0,12,14,0,0,2,0,2,0,0,,,
ARG_20240630_Peru,Leandro Paredes,2024-06-30,Copa América 2024,Peru,True,Center Defensive Midfield,77,0,0,2,1,0.817,0.0,61,68,1,0,2,0,1,1,0,,,
ARG_20240630_Peru,Marcos Acuña,2024-06-30,Copa América 2024,Peru,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240630_Peru,Cristian Romero,2024-06-30,Copa América 2024,Peru,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240630_Peru,Nicolás González,2024-06-30,Copa América 2024,Peru,False,,26,0,0,0,0,0.0,0.0,6,9,0,0,1,1,2,0,0,,,
ARG_20240630_Peru,Guido Rodríguez,2024-06-30,Copa América 2024,Peru,False,,13,0,0,0,0,0.0,0.0,16,17,0,0,1,0,0,0,0,,,
ARG_20240630_Peru,Lisandro Martínez,2024-06-30,Copa América 2024,Peru,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240630_Peru,Alexis Mac Allister,2024-06-30,Copa América 2024,Peru,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240630_Peru,Gonzalo Montiel,2024-06-30,Copa América 2024,Peru,True,Right Back,90,0,0,0,0,0.0,0.0,69,78,1,0,1,1,3,0,0,,,
ARG_20240630_Peru,Exequiel Palacios,2024-06-30,Copa América 2024,Peru,True,Left Center Midfield,90,0,0,0,0,0.0,0.0,62,66,1,0,4,1,1,0,0,,,
ARG_20240630_Peru,Lucas Martínez Quarta,2024-06-30,Copa América 2024,Peru,False,,9,0,0,0,0,0.0,0.0,5,6,0,0,0,0,0,0,0,,,
ARG_20240630_Peru,Nahuel Molina,2024-06-30,Copa América 2024,Peru,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240630_Peru,Julián Álvarez,2024-06-30,Copa América 2024,Peru,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240630_Peru,Enzo Fernández,2024-06-30,Copa América 2024,Peru,False,,25,0,0,1,0,0.053,0.0,16,18,1,0,0,0,0,0,0,,,
ARG_20240630_Peru,Alejandro Garnacho,2024-06-30,Copa América 2024,Peru,True,Left Wing,64,0,0,2,0,0.123,0.0,18,22,0,0,2,1,0,0,0,,,
ARG_20240715_Colombia,Nicolás Otamendi,2024-07-15,Copa América 2024,Colombia,False,,-26,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240715_Colombia,Giovani Lo Celso,2024-07-15,Copa América 2024,Colombia,False,,-6,0,1,0,0,0.0,0.0,7,7,0,0,0,0,0,1,0,,,
ARG_20240715_Colombia,Lionel Messi,2024-07-15,Copa América 2024,Colombia,True,Right Center Forward,65,0,0,1,0,0.151,0.0,28,36,1,0,0,0,0,0,0,,,
ARG_20240715_Colombia,Nicolás Tagliafico,2024-07-15,Copa América 2024,Colombia,True,Left Back,90,0,0,2,1,0.074,0.0,47,57,1,0,0,3,3,0,0,,,
ARG_20240715_Colombia,Germán Pezzella,2024-07-15,Copa América 2024,Colombia,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240715_Colombia,Rodrigo De Paul,2024-07-15,Copa América 2024,Colombia,True,Right Defensive Midfield,90,0,0,0,0,0.0,0.0,46,57,2,0,3,0,4,0,0,,,
ARG_20240715_Colombia,Lautaro Martínez,2024-07-15,Copa América 2024,Colombia,False,,-6,1,0,1,1,0.199,0.0,3,5,0,0,0,0,2,0,0,,,
ARG_20240715_Colombia,Leandro Paredes,2024-07-15,Copa América 2024,Colombia,False,,-6,0,0,1,0,0.003,0.0,8,9,0,0,4,0,0,0,0,,,
ARG_20240715_Colombia,Marcos Acuña,2024-07-15,Copa América 2024,Colombia,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240715_Colombia,Cristian Romero,2024-07-15,Copa América 2024,Colombia,True,Right Center Back,90,0,0,0,0,0.0,0.0,41,43,1,0,2,2,1,0,0,,,
ARG_20240715_Colombia,Nicolás González,2024-07-15,Copa América 2024,Colombia,False,,25,0,0,2,1,0.448,0.0,6,16,0,0,1,0,0,0,0,,,
ARG_20240715_Colombia,Guido Rodríguez,2024-07-15,Copa América 2024,Colombia,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240715_Colombia,Lisandro Martínez,2024-07-15,Copa América 2024,Colombia,True,Left Center Back,90,0,0,0,0,0.0,0.0,27,32,0,0,0,1,2,0,0,,,
ARG_20240715_Colombia,Alexis Mac Allister,2024-07-15,Copa América 2024,Colombia,True,Left Midfield,96,0,0,1,0,0.041,0.0,55,59,1,0,2,0,3,1,0,,,
ARG_20240715_Colombia,Gonzalo Montiel,2024-07-15,Copa América 2024,Colombia,True,Right Back,71,0,0,0,0,0.0,0.0,20,31,1,0,0,0,1,0,0,,,
ARG_20240715_Colombia,Exequiel Palacios,2024-07-15,Copa América 2024,Colombia,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240715_Colombia,Lucas Martínez Quarta,2024-07-15,Copa América 2024,Colombia,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240715_Colombia,Nahuel Molina,2024-07-15,Copa América 2024,Colombia,False,,19,0,0,0,0,0.0,0.0,13,21,0,0,2,0,0,0,0,,,
ARG_20240715_Colombia,Julián Álvarez,2024-07-15,Copa América 2024,Colombia,True,Left Center Forward,96,0,0,1,0,0.072,0.0,10,14,0,0,0,1,2,0,0,,,
ARG_20240715_Colombia,Enzo Fernández,2024-07-15,Copa América 2024,Colombia,True,Left Defensive Midfield,96,0,0,0,0,0.0,0.0,58,62,0,0,2,2,1,0,0,,,
ARG_20240715_Colombia,Alejandro Garnacho,2024-07-15,Copa América 2024,Colombia,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240710_Canada,Nicolás Otamendi,2024-07-10,Copa América 2024,Canada,False,,27,0,0,0,0,0.0,0.0,8,9,0,0,0,0,1,0,0,,,
ARG_20240710_Canada,Giovani Lo Celso,2024-07-10,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240710_Canada,Lionel Messi,2024-07-10,Copa América 2024,Canada,True,Right Center Forward,90,1,0,4,1,0.781,0.0,24,35,2,0,0,0,1,0,0,,,
ARG_20240710_Canada,Nicolás Tagliafico,2024-07-10,Copa América 2024,Canada,True,Left Back,63,0,0,1,0,0.074,0.0,21,28,0,0,1,0,2,0,0,,,
ARG_20240710_Canada,Germán Pezzella,2024-07-10,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240710_Canada,Rodrigo De Paul,2024-07-10,Copa América 2024,Canada,True,Right Defensive Midfield,90,0,1,0,0,0.0,0.0,49,61,1,0,3,1,1,0,0,,,
ARG_20240710_Canada,Lautaro Martínez,2024-07-10,Copa América 2024,Canada,False,,13,0,0,0,0,0.0,0.0,2,2,0,0,0,0,0,0,0,,,
ARG_20240710_Canada,Leandro Paredes,2024-07-10,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240710_Canada,Marcos Acuña,2024-07-10,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240710_Canada,Cristian Romero,2024-07-10,Copa América 2024,Canada,True,Right Center Back,90,0,0,0,0,0.0,0.0,74,80,0,0,2,1,2,0,0,,,
ARG_20240710_Canada,Nicolás González,2024-07-10,Copa América 2024,Canada,False,,13,0,0,0,0,0.0,0.0,2,3,0,0,0,1,0,0,0,,,
ARG_20240710_Canada,Guido Rodríguez,2024-07-10,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240710_Canada,Lisandro Martínez,2024-07-10,Copa América 2024,Canada,True,Left Center Back,90,0,0,1,0,0.026,0.0,65,71,0,0,0,0,0,0,0,,,
ARG_20240710_Canada,Alexis Mac Allister,2024-07-10,Copa América 2024,Canada,True,Left Midfield,77,0,0,0,0,0.0,0.0,15,17,1,0,0,1,0,0,0,,,
ARG_20240710_Canada,Gonzalo Montiel,2024-07-10,Copa América 2024,Canada,True,Right Back,71,0,0,0,0,0.0,0.0,35,39,0,0,2,1,1,0,0,,,
ARG_20240710_Canada,Exequiel Palacios,2024-07-10,Copa América 2024,Canada,False,,13,0,0,0,0,0.0,0.0,3,4,0,0,0,1,0,0,0,,,
ARG_20240710_Canada,Lucas Martínez Quarta,2024-07-10,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240710_Canada,Nahuel Molina,2024-07-10,Copa América 2024,Canada,False,,19,0,0,0,0,0.0,0.0,7,11,0,0,0,0,2,1,0,,,
ARG_20240710_Canada,Julián Álvarez,2024-07-10,Copa América 2024,Canada,True,Left Center Forward,77,1,0,3,2,0.729,0.0,9,11,1,0,1,0,3,0,0,,,
ARG_20240710_Canada,Enzo Fernández,2024-07-10,Copa América 2024,Canada,True,Left Defensive Midfield,90,0,0,1,0,0.124,0.0,58,63,1,0,3,0,3,0,0,,,
ARG_20240710_Canada,Alejandro Garnacho,2024-07-10,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Nicolás Otamendi,2024-07-05,Copa América 2024,Ecuador,False,,13,1,0,1,1,0.783,0.0,4,4,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Giovani Lo Celso,2024-07-05,Copa América 2024,Ecuador,False,,13,0,0,0,0,0.0,0.0,4,7,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Lionel Messi,2024-07-05,Copa América 2024,Ecuador,True,Right Center Forward,90,0,0,2,1,0.9,0.0,20,25,1,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Nicolás Tagliafico,2024-07-05,Copa América 2024,Ecuador,True,Left Back,90,0,0,0,0,0.0,0.0,33,36,0,0,2,1,0,1,0,,,
ARG_20240705_Ecuador,Germán Pezzella,2024-07-05,Copa América 2024,Ecuador,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Rodrigo De Paul,2024-07-05,Copa América 2024,Ecuador,True,Right Midfield,90,0,0,0,0,0.0,0.0,29,40,1,0,0,0,3,0,0,,,
ARG_20240705_Ecuador,Lautaro Martínez,2024-07-05,Copa América 2024,Ecuador,True,Left Center Forward,64,0,0,1,0,0.049,0.0,10,14,0,0,2,1,2,0,0,,,
ARG_20240705_Ecuador,Leandro Paredes,2024-07-05,Copa América 2024,Ecuador,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Marcos Acuña,2024-07-05,Copa América 2024,Ecuador,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Cristian Romero,2024-07-05,Copa América 2024,Ecuador,True,Right Center Back,90,0,0,0,0,0.0,0.0,58,62,0,0,4,1,3,0,0,,,
ARG_20240705_Ecuador,Nicolás González,2024-07-05,Copa América 2024,Ecuador,True,Left Midfield,90,0,0,0,0,0.0,0.0,14,19,0,0,2,0,3,1,0,,,
ARG_20240705_Ecuador,Guido Rodríguez,2024-07-05,Copa América 2024,Ecuador,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Lisandro Martínez,2024-07-05,Copa América 2024,Ecuador,True,Left Center Back,77,1,0,3,1,0.502,0.0,42,43,0,0,2,2,1,0,0,,,
ARG_20240705_Ecuador,Alexis Mac Allister,2024-07-05,Copa América 2024,Ecuador,True,Right Defensive Midfield,90,1,1,1,1,0.783,0.0,39,45,0,0,7,1,2,0,0,,,
ARG_20240705_Ecuador,Gonzalo Montiel,2024-07-05,Copa América 2024,Ecuador,False,,-4,1,0,1,1,0.783,0.0,1,1,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Exequiel Palacios,2024-07-05,Copa América 2024,Ecuador,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Lucas Martínez Quarta,2024-07-05,Copa América 2024,Ecuador,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240705_Ecuador,Nahuel Molina,2024-07-05,Copa América 2024,Ecuador,True,Right Back,94,0,0,0,0,0.0,0.0,31,41,1,0,4,1,2,0,0,,,
ARG_20240705_Ecuador,Julián Álvarez,2024-07-05,Copa América 2024,Ecuador,False,,26,1,0,1,1,0.783,0.0,3,5,0,0,0,0,1,0,0,,,
ARG_20240705_Ecuador,Enzo Fernández,2024-07-05,Copa América 2024,Ecuador,True,Left Defensive Midfield,77,0,0,3,0,0.191,0.0,16,28,0,0,0,1,2,0,0,,,
ARG_20240705_Ecuador,Alejandro Garnacho,2024-07-05,Copa América 2024,Ecuador,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240621_Canada,Nicolás Otamendi,2024-06-21,Copa América 2024,Canada,False,,15,0,0,2,0,0.724,0.0,3,3,0,0,0,1,1,0,0,,,
ARG_20240621_Canada,Giovani Lo Celso,2024-06-21,Copa América 2024,Canada,False,,24,0,0,1,0,0.04,0.0,10,13,0,0,1,1,0,1,0,,,
ARG_20240621_Canada,Lionel Messi,2024-06-21,Copa América 2024,Canada,True,Right Center Forward,90,0,1,6,2,0.961,0.0,42,47,4,0,0,0,3,0,0,,,
ARG_20240621_Canada,Nicolás Tagliafico,2024-06-21,Copa América 2024,Canada,False,,2,0,0,0,0,0.0,0.0,1,2,0,0,0,0,0,0,0,,,
ARG_20240621_Canada,Germán Pezzella,2024-06-21,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240621_Canada,Rodrigo De Paul,2024-06-21,Copa América 2024,Canada,True,Right Defensive Midfield,90,0,0,0,0,0.0,0.0,59,62,3,0,2,0,5,1,0,,,
ARG_20240621_Canada,Lautaro Martínez,2024-06-21,Copa América 2024,Canada,False,,15,1,0,2,2,0.847,0.0,1,1,0,0,0,1,0,0,0,,,
ARG_20240621_Canada,Leandro Paredes,2024-06-21,Copa América 2024,Canada,True,Left Defensive Midfield,75,0,0,1,0,0.018,0.0,58,62,0,0,1,2,1,0,0,,,
ARG_20240621_Canada,Marcos Acuña,2024-06-21,Copa América 2024,Canada,True,Left Back,88,0,0,1,0,0.024,0.0,50,61,0,0,1,0,0,0,0,,,
ARG_20240621_Canada,Cristian Romero,2024-06-21,Copa América 2024,Canada,True,Right Center Back,90,0,0,0,0,0.0,0.0,95,97,0,0,3,2,2,0,0,,,
ARG_20240621_Canada,Nicolás González,2024-06-21,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240621_Canada,Guido Rodríguez,2024-06-21,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240621_Canada,Lisandro Martínez,2024-06-21,Copa América 2024,Canada,True,Left Center Back,90,0,0,0,0,0.0,0.0,90,96,1,0,3,2,2,0,0,,,
ARG_20240621_Canada,Alexis Mac Allister,2024-06-21,Copa América 2024,Canada,True,Left Midfield,90,0,1,1,1,0.098,0.0,34,38,1,0,1,0,6,0,0,,,
ARG_20240621_Canada,Gonzalo Montiel,2024-06-21,Copa América 2024,Canada,False,,2,0,0,0,0,0.0,0.0,3,3,0,0,0,0,0,0,0,,,
ARG_20240621_Canada,Exequiel Palacios,2024-06-21,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240621_Canada,Lucas Martínez Quarta,2024-06-21,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240621_Canada,Nahuel Molina,2024-06-21,Copa América 2024,Canada,True,Right Back,88,0,0,0,0,0.0,0.0,59,69,1,0,0,1,4,0,0,,,
ARG_20240621_Canada,Julián Álvarez,2024-06-21,Copa América 2024,Canada,True,Left Center Forward,75,1,0,3,2,0.415,0.0,15,16,0,0,1,0,1,0,0,,,
ARG_20240621_Canada,Enzo Fernández,2024-06-21,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20240621_Canada,Alejandro Garnacho,2024-06-21,Copa América 2024,Canada,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
