match_id,player_name,date,competition,opponent,started,position,minutes_played,goals,assists,shots,shots_on_target,xg,xag,passes_completed,passes_attempted,key_passes,progressive_passes,tackles,interceptions,blocks,yellow_cards,red_cards,saves,goals_against_gk,clean_sheet
ARG_20221209_Netherland,Alexis Mac Allister,2022-12-09,FIFA World Cup,Netherlands,True,Left Center Midfield,90,0,0,0,0,0.0,0.0,43,47,1,0,2,0,5,0,0,,,
ARG_20221209_Netherland,Gonzalo Montiel,2022-12-09,FIFA World Cup,Netherlands,False,,-15,1,0,1,1,0.783,0.0,10,11,1,0,0,0,1,1,0,,,
ARG_20221209_Netherland,Exequiel Palacios,2022-12-09,FIFA World Cup,Netherlands,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20221209_Netherland,Thiago Almada,2022-12-09,FIFA World Cup,Netherlands,False,,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,
ARG_20221209_Netherland,Nahuel Molina,2022-12-09,FIFA World Cup,Netherlands,True,Right Wing Back,105,1,0,1,1,0.434,0.0,36,44,0,0,2,2,2,0,0,,,
ARG_20221209_Netherland,Julián Álvarez,2022-12-09,FIFA World Cup,Netherlands,True,Left Center Forward,80,0,0,0,0,0.0,0.0,12,17,1,0,2,0,1,0,0,,,
ARG_20221209_Netherland,Enzo Fernández,2022-12-09,FIFA World Cup,Netherlands,True,Center Defensive Midfield,90,0,0,3,0,0.855,0.0,60,70,2,0,1,1,1,0,0,,,
ARG_20221218_France,Nicolás Otamendi,2022-12-18,FIFA World Cup,France,True,Left Center Back,90,0,0,0,0,0.0,0.0,69,75,0,0,0,1,1,0,0,,,
ARG_20221218_France,Lionel Messi,2022-12-18,FIFA World Cup,France,True,Right Wing,90,3,0,6,5,2.239,0.0,49,60,2,0,2,0,1,0,0,,,
ARG_20221218_France,Nicolás Tagliafico,2022-12-18,FIFA World Cup,France,True,Left Back,120,0,0,0,0,0.0,0.0,44,56,1,0,7,2,1,0,0,,,
