player_name,league,club,season,date,opponent,is_home,result,minutes,goals,shots,xg,xag,assists,key_passes,yellow_cards,red_cards
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-01-25,,,,90,0,5,0.3031900227069855,0.044779542833566666,0,1,1,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-02-01,,,,62,0,1,0.023203756660223007,0.725833535194397,0,3,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-02-08,,,,86,1,2,0.8794333338737488,0.49434348940849304,0,3,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-02-15,,,,90,0,1,0.07433941215276718,0.0,0,0,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-02-22,,,,77,2,5,1.5189268589019775,0.0,0,0,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-03-01,,,,31,1,2,0.43712109327316284,0.0,0,0,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-03-09,,,,59,0,0,0.0,0.051709629595279694,0,1,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-03-16,,,,62,1,1,0.42265719175338745,0.0,0,0,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-03-29,,,,23,0,1,0.11723366379737854,0.0,0,0,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-04-06,,,,90,1,5,0.8765916228294373,0.07478728145360947,0,2,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-04-14,,,,90,2,6,1.7133375406265259,0.18261919915676117,0,2,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-04-19,,,,65,0,1,0.45303428173065186,0.0,0,0,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-04-24,,,,90,1,1,0.4370136260986328,0.42892053723335266,0,2,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-05-03,,,,90,0,0,0.0,0.05213627219200134,0,2,1,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-05-15,,,,65,0,0,0.0,0.2466576099395752,0,2,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-05-18,,,,90,2,4,1.0828807353973389,0.8969835042953491,1,4,0,0
Julián Álvarez,ESP-La Liga,Atlético Madrid,2024-25,2025-05-25,,,,90,0,3,0.12369491159915924,1.043228268623352,1,2,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-08-19,,,,31,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-08-28,,,,49,0,1,0.018451638519763947,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-09-22,,,,90,0,1,0.03828663006424904,0.18449491262435913,0,2,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-09-26,,,,85,0,1,0.022562947124242783,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-09-29,,,,46,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-10-06,,,,90,0,1,0.4547562897205353,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-10-20,,,,48,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-10-27,,,,90,0,0,0.0,0.16927124559879303,0,2,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-11-03,,,,90,0,0,0.0,0.358329713344574,1,2,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-11-10,,,,90,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-12-15,,,,31,0,0,0.0,0.05190489441156387,1,1,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2024-12-21,,,,27,0,0,0.0,0.3771040141582489,1,1,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-01-12,,,,90,0,1,0.046303294599056244,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-01-18,,,,61,0,0,0.0,0.46991845965385437,0,1,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-01-25,,,,90,0,1,0.044779542833566666,0.06277848780155182,0,1,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-02-01,,,,8,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-02-08,,,,21,0,1,0.0238833986222744,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-02-22,,,,90,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-03-01,,,,90,0,0,0.0,0.04952859878540039,0,1,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-03-09,,,,67,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-03-16,,,,9,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-03-29,,,,23,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-04-06,,,,51,0,1,0.02835359424352646,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-04-14,,,,21,0,0,0.0,0.08057720959186554,0,1,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-04-24,,,,21,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-05-03,,,,13,0,0,0.0,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-05-10,,,,33,0,0,0.0,0.13024918735027313,0,1,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-05-15,,,,37,0,1,0.3212597370147705,0.0,0,0,0,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-05-18,,,,6,0,0,0.0,0.0,0,0,1,0
Nahuel Molina,ESP-La Liga,Atlético Madrid,2024-25,2025-05-25,,,,67,0,0,0.0,0.0,0,0,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-08-18,,,,90,0,2,0.11656854301691055,0.0,0,0,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-08-25,,,,90,0,2,0.07738149166107178,0.2596645951271057,0,1,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-09-01,,,,90,0,0,0.0,0.0,0,0,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-09-15,,,,90,0,2,0.08061586320400238,0.08578340709209442,0,1,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-09-21,,,,90,0,0,0.0,0.0,0,0,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-09-28,,,,90,0,0,0.0,0.0,0,0,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-10-06,,,,90,0,0,0.0,0.0,0,0,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-10-19,,,,76,0,0,0.0,0.038151536136865616,0,1,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-10-26,,,,90,0,1,0.05288051441311836,0.08812113851308823,0,2,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-11-09,,,,90,0,2,0.3679555058479309,0.028124794363975525,0,1,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-11-23,,,,90,0,1,0.2611464858055115,0.0,0,0,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-11-29,,,,90,0,1,0.0252569317817688,0.02175278775393963,0,1,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-12-08,,,,83,0,2,0.0834212675690651,0.055709995329380035,0,2,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2024-12-14,,,,90,0,0,0.0,0.0,0,0,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-12,,,,90,0,0,0.0,0.04506541043519974,0,1,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-18,,,,89,0,1,0.07390610128641129,0.0,0,0,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-26,,,,90,0,2,0.10561217367649078,0.4727265536785126,1,2,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-31,,,,90,0,2,0.04483453556895256,0.11848936975002289,0,2,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-02-08,,,,60,0,2,0.04080497846007347,0.0,0,0,0,1
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-02-23,,,,90,0,1,0.06463520973920822,0.11826029419898987,0,2,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-01,,,,90,0,3,0.10765370726585388,0.0,0,0,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-15,,,,90,0,0,0.0,0.1455114334821701,0,1,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-30,,,,90,0,0,0.0,0.0,0,0,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-04-06,,,,90,0,1,0.11352415382862091,0.5875341296195984,0,2,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-04-11,,,,90,0,2,0.07970454543828964,0.08600771427154541,0,3,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-04-20,,,,90,0,0,0.0,0.019081557169556618,0,1,0,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-05-04,,,,90,0,0,0.0,0.0,0,0,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-05-10,,,,90,0,0,0.0,0.0,0,0,1,0
Facundo Medina,FRA-Ligue 1,Olympique Marseille,2024-25,2025-05-17,,,,90,0,1,0.3016197979450226,0.0,0,0,1,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-09-22,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-09-29,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-10-04,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-10-20,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-10-27,,,,90,0,0,0.0,0.031640030443668365,0,1,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-11-03,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-11-08,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-11-23,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-12-01,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-12-08,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2024-12-14,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-05,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-11,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-19,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-26,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-02-02,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-02-09,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-02-15,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-02-22,,,,90,0,0,0.0,0.0,0,0,1,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-02,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-08,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-16,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-29,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-04-06,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-04-12,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-04-19,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-04-27,,,,90,0,0,0.0,0.05028774216771126,0,1,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-05-04,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-05-10,,,,90,0,0,0.0,0.0,0,0,0,0
Gerónimo Rulli,FRA-Ligue 1,Olympique Marseille,2024-25,2025-05-17,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-08-17,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-08-25,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-09-22,,,,4,0,0,0.0,0.0,0,0,0,1
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-10-04,,,,90,0,1,0.017636682838201523,0.0,0,0,1,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-10-20,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-10-27,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-11-03,,,,90,0,0,0.0,0.02230628952383995,0,2,1,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-11-08,,,,90,0,0,0.0,0.3152554929256439,0,1,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-11-23,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-12-01,,,,90,0,0,0.0,0.09544306993484497,0,2,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-12-08,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2024-12-14,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-05,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-11,,,,90,0,0,0.0,0.0,0,0,1,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-19,,,,90,0,1,0.011884682811796665,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-01-26,,,,90,0,1,0.0184257123619318,0.024269361048936844,0,1,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-02-02,,,,90,0,1,0.06475330144166946,0.0,0,0,1,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-02-09,,,,90,0,1,0.6861342787742615,0.0,0,0,1,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-02-15,,,,90,0,3,0.08197098970413208,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-02,,,,90,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-08,,,,90,0,1,0.017682403326034546,0.041266705840826035,0,2,1,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-16,,,,90,0,1,0.005508799105882645,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-03-29,,,,33,0,1,0.039039790630340576,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-04-27,,,,81,0,0,0.0,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-05-04,,,,90,0,1,0.05748768523335457,0.0,0,0,0,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-05-10,,,,90,0,2,0.3958912193775177,0.0,0,0,1,0
Leonardo Balerdi,FRA-Ligue 1,Olympique Marseille,2024-25,2025-05-17,,,,90,0,1,0.042806170880794525,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2024-09-22,,,,90,0,2,0.02773464471101761,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2024-10-06,,,,90,1,2,0.5880969166755676,0.11345064640045166,0,1,1,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2024-10-27,,,,90,0,2,0.07387241721153259,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2024-11-01,,,,90,0,2,0.04072902724146843,0.03933851048350334,0,1,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2024-11-10,,,,90,0,1,0.019182531163096428,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2024-12-01,,,,90,0,2,0.043959278613328934,0.0,0,0,1,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2024-12-07,,,,85,1,2,0.39269647002220154,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2024-12-15,,,,90,0,0,0.0,0.0,0,0,1,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-01-11,,,,52,0,1,0.040032338351011276,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-01-18,,,,90,0,2,0.17136789858341217,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-01-26,,,,90,0,0,0.0,0.392177939414978,1,1,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-02-02,,,,90,0,1,0.04715120419859886,0.0,0,0,1,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-02-09,,,,84,1,1,0.6101242899894714,0.0,0,0,1,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-02-16,,,,72,0,0,0.0,0.0,0,0,1,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-02-23,,,,90,0,1,0.03449498489499092,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-03-09,,,,90,0,2,0.04907951131463051,0.11136406660079956,0,1,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-03-16,,,,90,0,1,0.4229200482368469,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-03-28,,,,4,0,0,0.0,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-04-05,,,,90,0,0,0.0,0.01712706685066223,0,1,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-04-13,,,,1,0,0,0.0,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-04-26,,,,90,0,0,0.0,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-05-04,,,,90,0,4,0.31691819429397583,0.0,0,0,0,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-05-10,,,,90,0,0,0.0,0.0,0,0,1,0
Nicolás Tagliafico,FRA-Ligue 1,Olympique Lyonnais,2024-25,2025-05-17,,,,90,0,2,0.08552555739879608,0.0,0,0,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-02-09,,,,77,0,1,0.051142554730176926,0.0,0,0,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-02-16,,,,89,0,0,0.0,0.3159260153770447,1,1,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-02-23,,,,62,0,0,0.0,0.0,0,0,1,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-03-02,,,,80,0,0,0.0,0.0,0,0,1,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-03-09,,,,90,0,1,0.023519370704889297,0.0,0,0,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-03-16,,,,90,0,0,0.0,0.0,0,0,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-03-28,,,,90,0,1,0.01466805674135685,0.32245197892189026,1,1,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-04-06,,,,90,0,1,0.03970237448811531,0.127854585647583,0,1,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-04-12,,,,76,0,1,0.0555385984480381,0.0,0,0,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-04-19,,,,90,0,2,0.12718087434768677,0.0,0,0,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-04-26,,,,90,0,1,0.03504006564617157,0.15211430191993713,0,2,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-05-03,,,,90,0,1,0.07111579179763794,0.0,0,0,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-05-10,,,,90,0,0,0.0,0.07189687341451645,0,3,0,0
Valentín Barco,FRA-Ligue 1,Strasbourg,2024-25,2025-05-17,,,,77,0,0,0.0,0.0,0,0,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-08-30,,,,86,0,1,0.10626257956027985,0.08516163378953934,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-09-15,,,,56,0,2,0.20015189051628113,0.0,0,0,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-09-22,,,,90,0,3,0.22073404490947723,0.1698721945285797,1,3,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-09-28,,,,90,2,4,0.9200887680053711,0.3801001310348511,0,3,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-10-05,,,,90,0,6,0.841693639755249,0.03567582368850708,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-10-20,,,,75,1,3,0.19906628131866455,0.16462180018424988,0,3,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-10-27,,,,90,0,3,0.38061174750328064,0.1801479011774063,0,2,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-10-30,,,,90,1,4,1.0487929582595825,0.10805533081293106,1,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-11-03,,,,71,1,3,0.8801641464233398,0.0,0,0,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-11-10,,,,90,0,2,0.19511274993419647,0.0,0,0,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-12-06,,,,90,0,3,1.212617039680481,0.10780369490385056,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-12-16,,,,90,0,0,0.0,0.07246176898479462,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-12-23,,,,90,0,3,0.21783141791820526,0.0,0,0,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2024-12-28,,,,90,1,6,1.5508882999420166,0.016575699672102928,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-01-12,,,,77,0,5,0.3718036711215973,0.0,0,0,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-01-15,,,,75,1,4,0.4981985092163086,0.04224599897861481,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-01-19,,,,80,1,4,0.20679223537445068,0.0,0,0,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-01-26,,,,60,1,1,0.06725024431943893,0.39457106590270996,1,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-02-02,,,,90,0,5,0.5085800886154175,0.3525382876396179,0,2,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-02-06,,,,90,0,3,0.15536163747310638,0.0,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-02-10,,,,90,0,6,0.4149264097213745,0.1295863538980484,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-02-16,,,,90,0,4,0.5542107224464417,0.5973888635635376,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-02-22,,,,90,1,5,0.7840644717216492,0.04661981388926506,0,2,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-03-01,,,,90,0,0,0.0,0.14432285726070404,0,1,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-03-08,,,,90,0,6,0.8240900039672852,0.6636865735054016,0,3,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-03-16,,,,90,1,2,0.279560387134552,0.9993932247161865,0,4,0,0
Lautaro Martínez,ITA-Serie A,Internazionale,2024-25,2025-04-05,,,,67,0,3,0.6989256739616394,0.0,0,0,0,0
