event_id,event_type,period,minute,second,player_name,x,y,end_x,end_y,outcome,xg,statsbomb_match_id,match_fbref_id,competition,season,date
acacad81-2cdc-491f-b55f-8c70c97e10f2,Pass,1,0,29,Enzo Fernandez,40.5,13.8,30.7,45.4,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
6d84c33b-7aa3-4c5d-8306-775b6b5bca4e,Pass,1,0,30,Nicolás Hernán Otamendi,30.7,45.4,40.9,65.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
79b83473-03d6-435c-bc13-edfae71d4ae9,Pass,1,0,34,Cristian Gabriel Romero,52.0,71.2,58.8,76.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
cafbd4f8-87c8-40a3-a2be-7e75ebd940dc,Pass,1,0,37,Nahuel Molina Lucero,51.5,72.6,50.1,67.4,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
25fac021-6b67-479a-b9ed-72f7625fb027,Pass,1,0,38,Enzo Fernandez,50.2,68.4,52.8,73.3,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
014da70e-2286-42ca-9d4a-e5630159252e,Pass,1,1,15,Cristian Gabriel Romero,56.4,72.2,39.3,54.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
ebd4508f-c0ec-4c8c-82c7-734ac2f59338,Pass,1,1,20,Nicolás Hernán Otamendi,39.3,54.6,47.4,73.5,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
27803c3a-8f69-435d-879b-80b299ba334f,Pass,1,1,25,Cristian Gabriel Romero,56.7,74.7,63.1,77.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
31cd4c5a-2537-4e58-be13-de2a71ae4b79,Pass,1,1,28,Rodrigo Javier De Paul,61.5,70.4,54.6,63.2,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
6db38de8-86aa-4e91-ab65-dd831b7c4d3d,Pass,1,1,30,Enzo Fernandez,54.6,63.2,63.6,39.9,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
370661ea-867a-4569-951b-3739bc6ef473,Pass,1,1,33,Alexis Mac Allister,64.9,28.7,71.2,7.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
72ad4aee-0273-4f7a-b3bb-9e50f5e597f5,Pass,1,1,38,Lisandro Martínez,51.5,18.9,53.9,34.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
c419702f-59dc-4778-93d5-ee41ca201a6f,Pass,1,1,40,Enzo Fernandez,48.2,32.4,42.3,40.2,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
399f05d0-cc5f-49ec-b2c0-c6c7f0aa50d6,Pass,1,1,45,Nicolás Hernán Otamendi,42.3,40.2,45.0,68.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
f62fcdb2-aad5-4b67-a7b8-a78d4a031472,Pass,1,1,47,Cristian Gabriel Romero,45.0,68.0,52.5,60.9,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
0beeeb01-97d8-42a9-99b6-c3d48a9d3613,Pass,1,1,52,Lionel Andrés Messi Cuccittini,49.8,55.1,44.1,46.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
bf162b1a-8119-496b-9a35-abf330d51380,Pass,1,1,53,Enzo Fernandez,44.1,46.7,37.8,67.4,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
4b55cfc6-4edb-469d-a755-6d887f7463e8,Pass,1,1,57,Cristian Gabriel Romero,50.5,62.0,62.6,33.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
d2e4f6c8-c5da-4abe-a4e9-20384cb1c520,Pass,1,2,2,Alexis Mac Allister,89.3,21.8,108.8,14.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
6cb5215a-e435-4f15-9d69-93680a7bd857,Pass,1,2,12,Lisandro Martínez,56.7,4.3,55.1,24.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
6d3b55fe-f8b2-419a-a8dd-0fe17208e655,Pass,1,2,14,Nicolás Hernán Otamendi,45.8,36.1,57.8,72.2,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
5012fde9-8771-44e0-8efb-46bf30d5d4a2,Pass,1,2,19,Rodrigo Javier De Paul,57.8,72.2,38.6,49.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
6eb3233c-01dc-47af-a95a-787c30d2c099,Pass,1,2,24,Nicolás Hernán Otamendi,44.7,48.1,51.5,70.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
7a01d32a-316f-4ef7-a5a9-9ea9c5b5bcbf,Pass,1,2,27,Cristian Gabriel Romero,61.2,74.0,74.1,74.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
def94c9f-74ed-428e-981f-74574b55a12d,Pass,1,2,29,Lionel Andrés Messi Cuccittini,71.0,74.3,57.4,72.5,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
73c387a7-b136-47da-96c5-e21f17f74747,Pass,1,2,32,Cristian Gabriel Romero,57.4,72.5,72.8,77.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
f607d048-24f4-4251-894e-cebdbd092d70,Pass,1,4,25,Nahuel Molina Lucero,56.4,71.6,68.0,65.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
694f2a4e-932e-4d59-96a7-3730279c95c7,Pass,1,4,29,Lionel Andrés Messi Cuccittini,87.0,60.1,109.6,61.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
1282d406-5651-431b-9b8a-f02075908dce,Pass,1,4,31,Nahuel Molina Lucero,110.0,60.6,109.3,54.0,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
fbbb330c-45d5-4473-a5dc-daab94dbcef5,Pass,1,4,44,Nicolás Hernán Otamendi,45.6,52.2,45.1,28.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
0f3281ce-b69c-4bb9-a5fe-d148227114ed,Pass,1,4,48,Lisandro Martínez,44.7,28.6,39.9,43.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
cddf869b-715c-4589-956b-e818a0538805,Pass,1,4,51,Nicolás Hernán Otamendi,44.6,52.7,63.2,73.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
1dabf3d8-8058-4679-9412-0c0a55a8abf4,Pass,1,4,55,Cristian Gabriel Romero,61.8,73.5,73.1,53.7,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
66e45af4-aec1-4b84-9508-d83d4107f292,Pass,1,6,2,Julián Álvarez,50.5,10.7,39.3,6.9,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
a5d2a829-66ce-474d-bb05-e0e2c69d2c61,Pass,1,6,12,Lisandro Martínez,15.1,14.5,22.3,66.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
1fe83dc6-6e53-49f8-98a1-6901ba8af8be,Pass,1,6,17,Cristian Gabriel Romero,26.1,73.5,45.6,67.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
135b3954-a625-4ec5-9344-62a068386df2,Pass,1,6,20,Rodrigo Javier De Paul,46.0,74.0,77.7,72.9,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
0bdebc81-7ce5-45e4-838b-e343005a298b,Pass,1,6,28,Enzo Fernandez,68.6,54.0,85.8,54.4,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
a12c0aac-df29-4f5f-96f5-793ffbfd6da7,Pass,1,6,33,Lionel Andrés Messi Cuccittini,93.5,61.0,98.7,60.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
440c9ad4-9503-47c4-a778-552dd7a6880d,Pass,1,8,43,Damián Emiliano Martínez,7.0,36.1,10.7,53.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
b89ce28f-56af-4bd2-944f-0f9ee4df1531,Pass,1,8,45,Nicolás Hernán Otamendi,15.1,58.2,39.5,47.2,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
8ddb7f61-e6ff-40c1-8240-cb90b90d6068,Pass,1,8,48,Lionel Andrés Messi Cuccittini,39.1,50.0,52.8,74.5,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
c8dd621a-9ae3-4a15-b869-324d22830a66,Pass,1,8,55,Nahuel Molina Lucero,86.9,71.2,70.4,74.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
662bc409-96bb-44bc-8ee5-226d91412900,Pass,1,9,2,Rodrigo Javier De Paul,79.7,68.4,73.6,44.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
a7cb3a06-41a6-4e82-a3c9-297dff9101da,Pass,1,9,4,Enzo Fernandez,73.3,40.2,76.7,7.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
896f86da-e19a-438b-b3a3-974f6f7ed7fc,Pass,1,9,11,Lisandro Martínez,50.9,20.3,44.1,38.2,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
e6806beb-bde3-4519-b0d1-04f7ccae3270,Pass,1,9,13,Nicolás Hernán Otamendi,44.1,38.2,50.5,66.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
4f879ee3-e112-472d-a62a-1a6a317c31e6,Pass,1,9,19,Cristian Gabriel Romero,65.0,70.2,74.1,75.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
2081275a-2c4f-4022-9d75-c2b8e99bfc4b,Pass,1,9,21,Rodrigo Javier De Paul,68.0,77.3,45.4,62.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
ea286741-d4e6-403b-8397-9bde97a5b192,Pass,1,9,25,Nicolás Hernán Otamendi,45.4,62.7,56.4,75.9,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
c06a1190-228d-478b-9e8d-af889f0a53ff,Pass,1,9,30,Rodrigo Javier De Paul,73.8,75.3,63.2,54.4,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
05299a26-d6ee-44ac-b8bc-22cedda3111a,Pass,1,9,37,Enzo Fernandez,57.0,44.8,48.7,23.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
0921a571-4e4c-4d74-a34c-8413b3b98fae,Pass,1,9,40,Lisandro Martínez,47.8,24.1,44.4,42.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
f76d29f5-5900-4576-aa5e-f40e30b4702b,Pass,1,9,43,Nicolás Hernán Otamendi,56.0,55.1,62.6,74.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
8aad0929-c5af-4ca7-8823-bf64d05a628b,Pass,1,9,45,Cristian Gabriel Romero,63.5,74.5,74.9,67.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
ecfc89c5-d694-4f0e-8101-4880aaaeaca7,Pass,1,9,50,Rodrigo Javier De Paul,91.7,76.3,106.4,75.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
fb86eac7-3f0f-457d-bc37-e66dd9a55b98,Pass,1,9,52,Nahuel Molina Lucero,112.4,74.5,109.8,53.4,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
916ec2ee-ad63-4235-9a09-c1d317d31252,Pass,1,9,56,Lionel Andrés Messi Cuccittini,96.3,39.7,109.6,24.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
cc170e34-f99f-4eca-ad6e-7cdd03565a0d,Pass,1,11,7,Nahuel Molina Lucero,45.4,80.0,42.3,72.5,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
ae34df62-27b1-4afc-a010-8d457bf62e3a,Pass,1,11,8,Enzo Fernandez,42.3,72.5,39.9,78.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
5f076763-7add-4c8c-abb9-9049b727232f,Pass,1,11,9,Nahuel Molina Lucero,39.9,78.8,41.3,76.3,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
7160e417-2285-40e7-a492-44174c04e042,Pass,1,11,23,Nahuel Molina Lucero,40.8,80.0,48.4,73.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
aea4769c-4528-48b2-9f2e-a821d81f5588,Pass,1,11,24,Lionel Andrés Messi Cuccittini,43.6,75.9,38.6,76.7,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
170a0307-b657-45a9-a26d-03c18bd76cd8,Pass,1,11,36,Nahuel Molina Lucero,43.6,80.0,51.6,72.2,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
05f3f2eb-135e-49ff-a673-f3fec26fe3ac,Pass,1,11,38,Rodrigo Javier De Paul,44.0,74.5,23.4,74.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
78131905-8f04-456e-b27d-c6a724cfba6c,Pass,1,11,40,Cristian Gabriel Romero,24.3,76.6,65.7,74.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
a9e08981-02a5-40dc-9ca3-6053cbc538e2,Pass,1,11,45,Nahuel Molina Lucero,57.1,77.0,56.4,65.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
4cf6ace0-fdf3-459d-bb14-ebb80f0398aa,Pass,1,11,52,Lionel Andrés Messi Cuccittini,55.6,67.5,64.9,78.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
0e700636-72e0-4959-aa47-ee32770e3143,Pass,1,11,57,Rodrigo Javier De Paul,72.2,75.9,59.9,64.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
614cd6ae-bdb7-4b41-bdba-9ae94ca8d632,Pass,1,12,1,Enzo Fernandez,60.8,65.6,64.5,74.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
64b31ffc-7e47-40d2-b29c-4f132f387cbd,Pass,1,12,4,Rodrigo Javier De Paul,69.0,76.6,93.1,75.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
a6eb25b0-8d5e-46e8-b47d-0e2941b41aba,Pass,1,12,7,Nahuel Molina Lucero,88.3,74.0,80.1,59.2,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
fa681d2c-766f-42d0-a735-63e41a86c981,Pass,1,12,14,Cristian Gabriel Romero,58.4,63.6,44.6,47.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
5fc3a38c-4aae-4291-b7de-8a366769a15c,Pass,1,12,21,Nicolás Hernán Otamendi,51.1,51.3,53.9,73.9,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
2fcb5f3d-2eaa-48e0-ab4b-630fe1b5f792,Pass,1,12,24,Cristian Gabriel Romero,56.0,73.7,69.1,74.9,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
0c1e3e3a-dd1a-4924-95e7-ac770f99b7a0,Pass,1,12,27,Nahuel Molina Lucero,66.9,76.1,74.6,71.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
9288540d-f103-4845-8150-f1cd37151075,Pass,1,12,27,Rodrigo Javier De Paul,74.6,71.6,69.0,70.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
14293ad2-afe0-4716-a8d1-1dd4084f365e,Pass,1,12,28,Nahuel Molina Lucero,69.0,70.8,68.1,43.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
5d21cc93-a939-4f21-9acc-3f900f455852,Pass,1,12,31,Alexis Mac Allister,68.6,42.4,75.0,5.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
c4201e1d-6137-4385-a575-0fca4c196a8d,Pass,1,12,37,Alexis Mac Allister,117.4,26.8,99.2,65.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
f898b42a-7b21-4791-b484-2b507d12cba6,Pass,1,12,43,Rodrigo Javier De Paul,102.8,65.7,116.5,46.1,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
78307912-f0d6-4ca4-878f-1d2ac8f306bb,Pass,1,14,3,Cristian Gabriel Romero,33.6,73.7,4.9,54.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
bc06be38-5884-4650-b710-a6922fc2d885,Pass,1,14,10,Damián Emiliano Martínez,4.9,54.8,13.7,55.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
ffc07a2a-ec18-46c6-b646-054c04f18931,Pass,1,14,15,Nicolás Hernán Otamendi,27.6,59.6,39.5,75.4,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
ef5c1be6-545a-4e34-8075-05695ab2e680,Pass,1,14,18,Cristian Gabriel Romero,45.4,76.3,39.1,64.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
6b255ceb-9737-4cad-814b-7853ed495c41,Pass,1,14,23,Nicolás Hernán Otamendi,45.1,63.9,46.0,74.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
f2897d52-b577-496c-b4d1-c8650a6142b6,Pass,1,14,26,Cristian Gabriel Romero,45.8,74.3,56.4,68.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
83c15968-053d-4572-8205-99914cae2d13,Pass,1,14,27,Lionel Andrés Messi Cuccittini,55.1,68.0,37.5,63.2,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
c5979a43-ea04-46fc-95fa-155004c16dd1,Pass,1,14,31,Nicolás Hernán Otamendi,37.5,63.2,52.8,75.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
1b8102e6-b236-421b-92c3-79868ad3da4e,Pass,1,14,35,Cristian Gabriel Romero,56.6,75.2,113.7,50.9,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
c5a42858-b315-424e-b1f3-84c710a2776a,Pass,1,14,46,Alexis Mac Allister,80.3,16.2,83.5,25.5,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
4b3d5b1a-081c-49d2-a41d-1caf68dd7362,Pass,1,14,47,Julián Álvarez,87.5,26.9,74.5,46.1,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
832c74f4-b741-44ac-b989-68c02d3f0539,Pass,1,15,13,Rodrigo Javier De Paul,10.8,55.8,5.8,58.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
b3b6bc33-43a5-47e9-af49-0e8b1c4a6213,Pass,1,15,15,Nahuel Molina Lucero,6.2,58.2,19.3,54.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
271b9c87-3c2b-4cca-b530-178c33e730b6,Pass,1,15,18,Enzo Fernandez,19.3,54.0,25.2,72.2,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
0b9f199a-3b2e-4778-bd00-4ea6d5d06724,Pass,1,15,20,Rodrigo Javier De Paul,25.5,72.5,65.9,69.2,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
a0481934-33dd-4154-92f6-b40d2c6e1ab5,Pass,1,16,25,Nicolás Hernán Otamendi,40.1,22.7,43.6,21.7,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
f772fb68-5d76-4d8d-afa5-7f647f6af386,Pass,1,17,25,Damián Emiliano Martínez,11.4,32.7,22.8,49.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
200c30b3-ead0-4aa8-83bb-eff2dc0a9d78,Pass,1,17,26,Nicolás Hernán Otamendi,22.8,49.8,19.6,25.4,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
02322106-e6d5-42c0-8de2-fff168baeadf,Pass,1,17,29,Lisandro Martínez,20.6,19.6,76.5,14.3,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
57f8bc60-e2a9-4962-b055-7c9d5c314a1c,Pass,1,18,21,Cristian Gabriel Romero,44.4,69.2,56.6,65.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
e7e6af85-181a-4c69-a7c9-40939249ab09,Pass,1,19,22,Lisandro Martínez,38.1,4.6,76.0,8.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
c22b32fe-9257-460e-ae34-29a8f00b95f3,Pass,1,19,24,Julián Álvarez,76.5,8.0,83.9,23.2,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
d21e0ddc-8d52-4ebf-ba8c-92f17a6eb878,Pass,1,20,52,Nahuel Molina Lucero,19.2,72.5,29.2,78.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
1f5f8fea-c8b1-4eac-8246-09ea3281e1ab,Pass,1,20,54,Rodrigo Javier De Paul,29.2,78.1,39.3,77.6,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
a30016ef-4254-4c86-b9d9-89b51d8a93f6,Pass,1,21,8,Nahuel Molina Lucero,50.2,80.0,58.8,75.9,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
0efcf36d-0537-4767-b055-1904e37419f9,Pass,1,21,9,Rodrigo Javier De Paul,58.8,75.9,50.5,76.6,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
abac2f98-daa1-4216-a2cd-cc9ec9fb6257,Pass,1,21,12,Enzo Fernandez,42.2,76.1,48.4,74.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
7351496f-c925-48a8-945f-b1c0ccace6a1,Pass,1,21,13,Nahuel Molina Lucero,48.4,74.7,52.0,78.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
437539a5-6d32-4e5f-b5b3-451189e3a61d,Pass,1,21,15,Rodrigo Javier De Paul,57.4,77.6,98.2,67.4,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
06db0ec7-8f9f-4543-a401-b4bacae79c19,Pass,1,21,30,Nahuel Molina Lucero,94.4,80.0,87.5,76.6,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
e3c6468c-22b3-44f8-8d56-b66c8aecfb8a,Pass,1,21,33,Rodrigo Javier De Paul,93.1,77.1,89.9,65.1,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
ddf8579e-db2c-41b0-916a-b77c4c375e26,Pass,1,22,18,Nicolás Hernán Otamendi,23.3,54.1,27.6,52.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
898fb571-10cd-416e-a1a5-67cbc4d0d75a,Pass,1,22,19,Enzo Fernandez,27.6,52.7,46.8,57.7,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
844e798a-0a4a-4429-b185-946374999b72,Pass,1,23,22,Julián Álvarez,25.9,8.8,22.0,4.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
f9d1e5a5-6acd-44ae-b92f-0f15ef1eb813,Pass,1,24,10,Damián Emiliano Martínez,7.0,36.1,74.9,7.3,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
83832a19-3d8f-4215-868d-d14868323c6a,Pass,1,24,32,Julián Álvarez,89.3,14.9,79.6,4.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
3458a308-4edf-4751-b8dc-0cdaf72467bc,Pass,1,24,57,Nicolás Hernán Otamendi,53.9,45.2,63.2,72.9,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
d72ad0fe-2b9e-45c2-b035-95c9bba87e7e,Pass,1,25,0,Cristian Gabriel Romero,68.1,74.0,59.7,63.2,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
11e01e6f-b27d-4b41-b9c2-726af8b3ccf9,Pass,1,25,2,Rodrigo Javier De Paul,62.9,56.3,57.0,43.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
0db210c5-0546-4bb8-a5ae-0b3a7fd2ecc1,Pass,1,25,8,Enzo Fernandez,58.1,39.7,69.8,75.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
3bdf932d-7116-424c-8048-40304fc1bce8,Pass,1,25,13,Cristian Gabriel Romero,94.9,74.7,83.8,68.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
1019e741-549f-4f0d-bb91-6ac5da4edd68,Pass,1,25,15,Rodrigo Javier De Paul,86.0,69.4,97.2,38.8,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
bdc28d00-b751-401d-abe3-c368fb85394a,Pass,1,25,16,Alexis Mac Allister,98.5,36.6,91.3,44.8,Incomplete,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
87dbd8a1-5f15-4ef8-80af-68eb7fe9fd74,Pass,1,25,19,Julián Álvarez,86.5,25.5,90.3,16.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
ae5246c4-53de-4b75-88e6-dd2ba725b283,Pass,1,25,53,Lisandro Martínez,68.1,15.6,74.1,16.0,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
35d236e8-65c3-4e8f-a871-98226e819938,Pass,1,26,30,Lisandro Martínez,73.1,11.2,62.5,16.3,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
066ffe4d-f2db-496b-a501-a1a200d9c480,Pass,1,26,33,Enzo Fernandez,54.7,24.1,44.0,35.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
8cf02f3a-918f-4f76-a01a-1cdb7197fe5c,Pass,1,26,36,Nicolás Hernán Otamendi,44.7,34.5,47.0,7.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
6c7f59e1-bd04-425c-9b42-a49ebc66ba6c,Pass,1,26,39,Lisandro Martínez,45.4,8.7,13.1,32.7,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
ac253b61-ff0e-442e-a9b5-debe791f1a82,Pass,1,26,41,Damián Emiliano Martínez,13.1,32.7,80.7,44.4,Pass Offside,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
827edda9-84d2-4d70-bd1f-142c7bafb362,Pass,1,27,23,Nicolás Hernán Otamendi,20.4,50.9,24.4,71.9,,,3869321,ARG_20221209_Netherland,FIFA World Cup,2022,2022-12-09
